Dele:helicopter_01
Translation: 2646.17,-9.47604,-2853.94
Dof: -0.00872659 0.0 0.999962
Up: 0.0 1.0 0.0
Right: -0.999962 0.0 -0.00872659
Name:truck_03
Translation: 2646.03,-9.47604,-2799.37
Dof: 0.0 0.0 1.0
Up: 0.0 1.0 0.0
Right: -1.0 0.0 0.0
Dele:helicopter_01
Translation: -2713.06,-9.47604,4549.8
Dof: -1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 -1.0
Name:truck_01
Translation: -2773.92,-9.47604,4549.38
Dof: -1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 -1.0
Name:toolbox_54
Translation: 1237.78,-318.134,3582.65
Dof: 0.739458 -0.156855 -0.654675
Up: 0.0723227 0.985359 0.154395
Right: 0.669307 0.0668208 0.739975
Name:toolbox_53
Translation: 1225.68,-315.597,3593.17
Dof: 0.739458 -0.156855 -0.654675
Up: 0.0723227 0.985359 0.154395
Right: 0.669307 0.0668208 0.739975
Name:toolbox_26
Translation: -2218.41,-475.24,-2127.67
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamBPos
Translation: -2761.61,-4.78473,5610.61
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamBPos
Translation: -2992.22,-4.78473,4701.63
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamBPos
Translation: -3045.86,-4.78473,5608.38
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamBPos
Translation: -2245.19,-4.04374,4058.17
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamAPos
Translation: 2395.89,-4.78473,-3642.78
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamAPos
Translation: 1689.21,-4.78473,-4465.69
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:TeamAPos
Translation: 1454.88,-4.78473,-4470.05
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Dele:tbranch_17
Translation: 2103.4,0.0,-1434.57
Dof: 0.649448 0.0 -0.760406
Up: -0.76029 -0.0174525 0.649349
Right: -0.0132712 0.999848 -0.0113345
Dele:tbranch_16
Translation: -656.725,0.0,-2688.84
Dof: 0.866025 0.0 0.5
Up: 0.499924 -0.0174524 0.865894
Right: 0.00872618 0.999848 -0.0151142
Dele:tbranch_15
Translation: -6814.1,0.0,-4565.31
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Dele:tbranch_14
Translation: -5601.01,0.0,-5546.43
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Name:tbranch_13
Translation: -4991.53,0.0,38.1846
Dof: 0.948324 0.0 0.317305
Up: 0.317256 -0.0174523 0.948179
Right: 0.00553767 0.999848 -0.0165504
Name:tbranch_12
Translation: -3632.19,0.0,-3035.34
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Name:tbranch_11
Translation: -381.436,0.0,-3378.4
Dof: 0.594823 0.0 -0.803857
Up: -0.803734 -0.0174524 0.594732
Right: -0.0140293 0.999848 -0.0103811
Dele:tbranch_10
Translation: 1657.96,0.0,994.699
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Dele:tbranch_09
Translation: 1978.59,0.0,2023.56
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Name:tbranch_08
Translation: 990.155,0.0,3391.37
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Name:tbranch_07
Translation: -4913.89,0.0,3670.63
Dof: 0.636078 0.0 -0.771625
Up: -0.771507 -0.0174523 0.635981
Right: -0.0134666 0.999848 -0.011101
Dele:tbranch_06
Translation: -837.158,0.0,3357.57
Dof: 0.333807 -2.41924e-007 -0.942641
Up: -0.942498 -0.0174519 0.333756
Right: -0.0164513 0.999846 -0.00582546
Name:tbranch_05
Translation: -5019.29,0.0,-1864.8
Dof: 0.748956 0.0 0.66262
Up: 0.662519 -0.0174523 0.748842
Right: 0.0115642 0.999848 -0.0130712
Dele:tbranch_04
Translation: -3310.25,0.0,-2442.17
Dof: 0.999848 0.0 0.0174524
Up: 0.0174498 -0.0174522 0.999696
Right: 0.000304584 0.999847 -0.0174496
Dele:tbranch_03
Translation: -2115.8,0.0,-1881.44
Dof: 0.939693 0.0 0.34202
Up: 0.341968 -0.0174524 0.93955
Right: 0.00596908 0.999848 -0.0163999
Dele:tbranch_02
Translation: 1416.69,0.0,-1142.77
Dof: 0.649448 0.0 -0.760406
Up: -0.76029 -0.0174525 0.649349
Right: -0.0132712 0.999848 -0.0113345
Dele:tbranch_01
Translation: 6.36823,0.0,-1815.61
Dof: 0.866025 0.0 0.5
Up: 0.499924 -0.0174524 0.865894
Right: 0.00872618 0.999848 -0.0151142
Dele:tank_06
Translation: -1047.2,-22.6627,6951.63
Dof: 0.948324 0.0 -0.317305
Up: 0.0 1.0 0.0
Right: 0.317305 0.0 0.948324
Name:tank_05
Translation: -2259.31,-485.507,-2169.48
Dof: -0.999962 0.0 0.00872647
Up: 0.0 1.0 0.0
Right: -0.00872647 0.0 -0.999962
Name:tank2_04
Translation: 2224.08,-8.88406,-2465.32
Dof: -0.999962 0.0 0.00872647
Up: 0.0 1.0 0.0
Right: -0.00872647 0.0 -0.999962
Name:tank2_03
Translation: 2323.89,-12.007,-2464.73
Dof: -0.999962 0.0 0.00872647
Up: 0.0 1.0 0.0
Right: -0.00872647 0.0 -0.999962
Name:tank_02
Translation: -3161.11,-11.3124,3880.99
Dof: 0.0 0.0 -1.0
Up: 0.0 1.0 0.0
Right: 1.0 0.0 0.0
Name:tank_01
Translation: -3162.09,-9.47604,3790.53
Dof: -1.68587e-007 0.0 -1.0
Up: 0.0 1.0 0.0
Right: 1.0 0.0 -1.68587e-007
Name:Switch1_04
Translation: 2225.48,-23.3309,-4488.81
Dof: 0.793353 0.0 0.608761
Up: 0.0 1.0 0.0
Right: -0.608761 0.0 0.793353
Name:snipegun_41
Translation: 1744.93,-1.0065,-4514.64
Dof: 0.0 0.0 -1.0
Up: 0.0 1.0 0.0
Right: 1.0 0.0 0.0
Dele:shed_02
Translation: -2515.19,13.5227,-923.365
Dof: -0.453991 -3.09305e-007 0.891007
Up: -1.40421e-007 1.0 -2.75593e-007
Right: -0.891007 0.0 -0.453991
Dele:shed_01
Translation: -631.371,21.902,911.039
Dof: 0.0 -0.199368 0.979924
Up: 0.0 0.979924 -0.199368
Right: -1.0 0.0 0.0
Name:sgatepl_08
Translation: 2250.55,-0.012619,-4484.01
Dof: 0.608761 0.0 -0.793353
Up: 0.0 1.0 0.0
Right: 0.793353 0.0 0.608761
Name:sgatepl_07
Translation: 2338.76,-0.012619,-4416.88
Dof: -0.608761 0.0 0.793353
Up: 0.0 1.0 0.0
Right: -0.793353 0.0 -0.608761
Name:sgate_08
Translation: 2254.72,-0.012619,-4481.14
Dof: -0.515038 0.0 0.857167
Up: 0.0 1.0 0.0
Right: -0.857167 0.0 -0.515038
Name:sgate_07
Translation: 2334.59,-0.012619,-4419.75
Dof: -0.71325 0.0 0.700909
Up: 0.0 1.0 0.0
Right: -0.700909 0.0 -0.71325
Name:sb_50
Translation: -2787.27,-1.82883,3708.8
Dof: 1.0 0.0 0.0
Up: 0.0 1.0 0.0
Right: 0.0 0.0 1.0
Name:sb_49
Translation: -2709.14,-1.82864,3739.04
Dof: -0.0261771 0.0 0.999657
Up: 0.0 1.0 0.0
Right: -0.999657 0.0 -0.0261771
Name:sb_48
Translation: -2710.67,-1.82852,3789.05
Dof: -0.0348996 0.0 0.999391
Up: 0.0 1.0 0.0
Right: -0.999391 0.0 -0.0348996
